"","TradeTime","xtsData1.Close","xtsData2.Close","xtsData3.Close","Currency.Close","Currency.Close.1","Currency.Close.2","Currency.Close.3","Currency.Close.4","Spread","SpreadRet","AD","TY","AX","Indicator","MADist"
"21",2016-01-07 16:00:00,1.0376,181.75,98.695,1,1,1,1,1,8298.6088,-1.7528999999995,-0.00317536951918843,0.000601969317743034,0.000151994933794764,NA,NA
"22",2016-01-07 20:00:00,1.0377,181.921875,98.72,1,1,1,1,1,8299.1051,0.496300000000701,9.63716089985855e-05,0.000945220263715463,0.000253273562126993,NA,NA
"23",2016-01-08 00:00:00,1.0327,182,98.73,1,1,1,1,1,8296.2276,-2.87750000000051,-0.00482999393387454,0.000429350399451245,0.000101291466280648,NA,NA
"24",2016-01-08 04:00:00,1.0349,181.546875,98.675,1,1,1,1,1,8297.4587,1.23109999999906,0.00212807199676904,-0.00249280225360504,-0.000557230074447543,NA,NA
"25",2016-01-08 08:00:00,1.0331,181.9375,98.725,1,1,1,1,1,8296.7128,-0.745899999999892,-0.00174081281872766,0.00214933668265171,0.000506585623802192,NA,NA
"26",2016-01-08 12:00:00,1.0347,181.96875,98.695,1,1,1,1,1,8294.2786,-2.43419999999969,0.00154753875550524,0.000171747531551247,-0.000303920577762334,NA,NA
"27",2016-01-08 16:00:00,1.0388,181.71875,98.655,1,1,1,1,1,8295.6894,1.41079999999965,0.00395467117768846,-0.0013748068843551,-0.000405371173526667,NA,NA
"28",2016-01-08 20:00:00,1.0368,181.734375,98.65,1,1,1,1,1,8293.8259,-1.86349999999948,-0.00192715419058314,8.59808263289352e-05,-5.06829527996203e-05,NA,NA
"29",2016-01-09 00:00:00,1.0341,181.765625,98.645,1,1,1,1,1,8291.3633,-2.46259999999893,-0.00260756340708079,0.000171939477727534,-5.06855216916892e-05,NA,NA
"30",2016-01-09 04:00:00,1.0307,182.078125,98.685,1,1,1,1,1,8289.6141,-1.7492000000002,-0.0032933001481824,0.00171777075649704,0.000405412259138286,NA,NA
"31",2016-01-09 08:00:00,1.0319,182.234375,98.695,1,1,1,1,1,8289.4447,-0.169400000000678,0.0011635800789217,0.000857780117786255,0.000101327388879816,NA,NA
"32",2016-01-09 12:00:00,1.0287,182.34375,98.695,1,1,1,1,1,8286.2506,-3.19410000000062,-0.00310589398468439,0.00060000858955167,0,NA,NA
"33",2016-01-11 13:31:00,1.027,182.546875,98.715,1,1,1,1,1,8284.8135,-1.43709999999919,-0.00165393820842616,0.00111334743654723,0.000202623981241472,NA,NA
"34",2016-01-11 16:00:00,1.0307,182.28125,98.675,1,1,1,1,1,8286.1766,1.36310000000049,0.00359625211418885,-0.00145616540356563,-0.000405289027281411,NA,NA
"35",2016-01-11 20:00:00,1.0307,182.21875,98.665,1,1,1,1,1,8285.9266,-0.25,0,-0.000342935531481459,-0.000101347927521521,NA,NA
"36",2016-01-12 00:00:00,1.0339,182.109375,98.645,1,1,1,1,1,8287.1207,1.1940999999988,0.00309987654990046,-0.000600420312244054,-0.000202726674456465,NA,NA
"37",2016-01-12 04:00:00,1.0324,182.109375,98.665,1,1,1,1,1,8288.2387,1.11800000000039,-0.00145187074818868,0,0.000202726674456596,NA,NA
"38",2016-01-12 08:00:00,1.0315,182.203125,98.655,1,1,1,1,1,8285.5845,-2.65419999999904,-0.000872135333152189,0.000514668050475287,-0.00010135819996523,NA,NA
"39",2016-01-12 12:00:00,1.0318,182.0625,98.635,1,1,1,1,1,8285.4484,-0.136100000001534,0.000290796299242987,-0.000772101441007145,-0.000202747225591865,NA,NA
"40",2016-01-12 16:00:00,1.0315,182.125,98.64,1,1,1,1,1,8285.022,-0.426399999998466,-0.000290796299242987,0.000343229795714883,5.06906602565802e-05,NA,NA
"41",2016-01-12 20:00:00,1.0277,182.09375,98.645,1,1,1,1,1,8283.6626,-1.35940000000119,-0.00369075788027913,-0.000171600172020447,5.06880908438027e-05,NA,NA
"42",2016-01-13 00:00:00,1.0312,181.96875,98.62,1,1,1,1,1,8284.7206,1.0580000000009,0.00339987699395007,-0.000686695305954999,-0.000253466150952676,NA,NA
"43",2016-01-13 04:00:00,1.0312,182.265625,98.655,1,1,1,1,1,8284.6581,-0.0625,0,0.00163013205846507,0.000354834625443837,NA,NA
"44",2016-01-13 08:00:00,1.0319,182.640625,98.675,1,1,1,1,1,8282.5697,-2.08840000000055,0.000678590496691164,0.00205532315224044,0.000202706127486766,NA,NA
"45",2016-01-13 12:00:00,1.0316,182.53125,98.67,1,1,1,1,1,8283.2058,0.636099999999715,-0.000290768114478913,-0.00059903300751607,-5.06726798354596e-05,NA,NA
"46",2016-01-13 16:00:00,1.036,182.375,98.65,1,1,1,1,1,8285.668,2.46219999999994,0.00425614881223861,-0.000856384397632581,-0.000202716400450935,NA,NA
"47",2016-01-13 20:00:00,1.0357,182.359375,98.66,1,1,1,1,1,8286.6791,1.01109999999971,-0.000289617224595182,-8.56787902678846e-05,0.000101363336967829,NA,NA
"48",2016-01-14 00:00:00,1.035,182.390625,98.67,1,1,1,1,1,8286.8925,0.213400000000547,-0.000676099895363845,0.000171350240309565,0.000101353063483065,NA,NA
"49",2016-01-14 04:00:00,1.0328,182.5,98.675,1,1,1,1,1,8284.7864,-2.10609999999906,-0.00212786616703668,0.000599494729554451,5.06726798354581e-05,NA,NA
"50",2016-01-14 08:00:00,1.0294,182.921875,98.725,1,1,1,1,1,8282.7247,-2.0617000000002,-0.00329745231377845,0.00230897609745462,0.000506585623802192,NA,NA
"51",2016-01-14 12:00:00,1.0268,182.8125,98.72,1,1,1,1,1,8282.0084,-0.716300000000047,-0.00252893822166896,-0.000598111693824954,-5.06470156354319e-05,NA,NA
"52",2016-01-14 16:00:00,1.0275,182.859375,98.735,1,1,1,1,1,8283.3575,1.34909999999945,0.000681497373404467,0.000256377388918594,0.000151933352195337,NA,NA
"53",2016-01-14 20:00:00,1.0293,182.625,98.71,1,1,1,1,1,8284.7284,1.37089999999989,0.00175029216212408,-0.00128254474423084,-0.000253235079476326,NA,NA
"54",2016-01-15 00:00:00,1.0261,183,98.755,1,1,1,1,1,8282.8468,-1.88160000000062,-0.00311375166435035,0.00205128277055788,0.000455776981024553,NA,NA
"55",2016-01-15 04:00:00,1.0296,182.75,98.725,1,1,1,1,1,8284.9048,2.0580000000009,0.0034051694137535,-0.00136705421153316,-0.000303828238107908,NA,NA
"56",2016-01-15 08:00:00,1.0329,182.703125,98.705,1,1,1,1,1,8285.4077,0.502899999999499,0.00320000273067072,-0.000256530849241265,-0.000202603455081944,NA,NA
"57",2016-01-15 12:00:00,1.0328,182.6875,98.71,1,1,1,1,1,8286.0364,0.628700000001118,-9.6819480155011e-05,-8.5524909182233e-05,5.06547121653883e-05,NA,NA
"58",2016-01-15 16:00:00,1.0282,182.796875,98.73,1,1,1,1,1,8284.0191,-2.01730000000134,-0.0044638599110284,0.00059852081646472,0.00020259319356187,NA,NA
"59",2016-01-15 20:00:00,1.0263,182.859375,98.74,1,1,1,1,1,8283.1519,-0.867199999998775,-0.00184959896973561,0.000341851127164894,0.000101281207358464,NA,NA
"60",2016-01-16 00:00:00,1.022,183.140625,98.765,1,1,1,1,1,8279.7485,-3.40340000000106,-0.00419860988801891,0.00153688554841391,0.000253158149247192,NA,NA
"61",2016-01-16 04:00:00,1.0213,183.421875,98.795,1,1,1,1,1,8278.9619,-0.786599999999453,-0.000685166179596401,0.00153452715534197,0.000303705205816962,NA,NA
"62",2016-01-16 08:00:00,1.0193,183.34375,98.785,1,1,1,1,1,8277.7234,-1.23849999999948,-0.00196020840968616,-0.000426021392716969,-0.000101224820412377,NA,NA
"63",2016-01-16 12:00:00,1.0194,183.296875,98.795,1,1,1,1,1,8279.3447,1.62129999999888,9.8101731574228e-05,-0.000255699980084678,0.000101224820412445,NA,NA
"64",2016-01-18 13:31:00,1.0195,183.328125,98.785,1,1,1,1,1,8278.0285,-1.3161999999993,9.80921085685128e-05,0.000170473917903813,-0.000101224820412377,NA,NA
"65",2016-01-18 16:00:00,1.0248,183.171875,98.75,1,1,1,1,1,8279.5199,1.49139999999898,0.00518516056801449,-0.000852660351795542,-0.00035436758413715,NA,NA
"66",2016-01-18 20:00:00,1.0227,183.28125,98.75,1,1,1,1,1,8276.9726,-2.54729999999836,-0.00205128277055738,0.00059693857569254,0,NA,NA
"67",2016-01-19 00:00:00,1.0222,183.15625,98.735,1,1,1,1,1,8276.6786,-0.294000000001688,-0.000489021477787857,-0.000682244611146743,-0.000151910271958323,NA,NA
"68",2016-01-19 04:00:00,1.021,183.28125,98.755,1,1,1,1,1,8276.473,-0.205599999999322,-0.00117462816951373,0.000682244611146743,0.000202541901548029,NA,NA
"69",2016-01-19 08:00:00,1.0193,183.3125,98.755,1,1,1,1,1,8275.0984,-1.37459999999919,-0.00166642199029827,0.000170488449820816,0,NA,NA
"70",2016-01-19 12:00:00,1.0209,183.21875,98.73,1,1,1,1,1,8274.6642,-0.43420000000151,0.00156847400060246,-0.000511552573181362,-0.000253183787462769,NA,NA
"71",2016-01-19 16:00:00,1.0199,183.1875,98.74,1,1,1,1,1,8275.4512,0.787000000000262,-0.000980007918497172,-0.000170575693377195,0.000101281207358464,NA,NA
"72",2016-01-19 20:00:00,1.0251,183,98.705,1,1,1,1,1,8277.2588,1.80760000000009,0.00508558553288326,-0.00102406562969026,-0.00035452911308557,NA,NA
"73",2016-01-20 00:00:00,1.0288,182.859375,98.695,1,1,1,1,1,8280.1219,2.86310000000049,0.00360290569399914,-0.000768738026327043,-0.000101317122680417,NA,NA
"74",2016-01-20 04:00:00,1.0253,183.109375,98.715,1,1,1,1,1,8277.0639,-3.05799999999908,-0.00340782180730923,0.0013662370838361,0.000202623981241472,NA,NA
"75",2016-01-20 08:00:00,1.024,183.28125,98.72,1,1,1,1,1,8274.737,-2.32690000000002,-0.00126872607659254,0.00093820638891895,5.06495808854456e-05,NA,NA
"76",2016-01-20 12:00:00,1.0245,183.109375,98.715,1,1,1,1,1,8276.5935,1.85649999999805,0.000488162079501295,-0.00093820638891895,-5.06495808854705e-05,NA,NA
"77",2016-01-20 16:00:00,1.02,183.53125,98.77,1,1,1,1,1,8274.385,-2.20849999999882,-0.00440206140063763,0.00230130082386282,0.000557004343843806,NA,NA
"78",2016-01-20 20:00:00,1.0201,183.578125,98.775,1,1,1,1,1,8274.3813,-0.0036999999992986,9.80344101564438e-05,0.000255373485107846,5.06213774184916e-05,NA,NA
"79",2016-01-21 00:00:00,1.0196,183.734375,98.79,1,1,1,1,1,8273.7123,-0.669000000001688,-0.000490268186512786,0.000850774255843234,0.000151848758928272,NA,NA
"80",2016-01-21 04:00:00,1.0179,183.953125,98.815,1,1,1,1,1,8272.5877,-1.12459999999919,-0.00166871204366626,0.00118986925478026,0.000253030036015026,NA,NA
"81",2016-01-21 08:00:00,1.0237,183.6875,98.795,1,1,1,1,1,8277.1856,4.59790000000066,0.00568183346743098,-0.00144502553938874,-0.000202418906616976,NA,NA
"82",2016-01-21 12:00:00,1.0273,183.625,98.76,1,1,1,1,1,8276.5524,-0.633200000000215,0.00351048629649293,-0.00034030968509402,-0.000354331708802009,NA,NA
"83",2016-01-21 16:00:00,1.0248,183.53125,98.745,1,1,1,1,1,8274.7074,-1.84500000000116,-0.00243652963969367,-0.000510681771248578,-0.000151894889028994,NA,NA
"84",2016-01-21 20:00:00,1.0224,183.765625,98.76,1,1,1,1,1,8271.9837,-2.72369999999864,-0.00234466695925409,0.00127621576857173,0.000151894889029123,NA,NA
"85",2016-01-22 00:00:00,1.0247,183.890625,98.775,1,1,1,1,1,8273.3361,1.35239999999976,0.00224708218240184,0.000679983026625308,0.000151871820475743,NA,NA
"86",2016-01-22 04:00:00,1.0281,183.734375,98.77,1,1,1,1,1,8276.7103,3.3742000000002,0.00331255174300068,-0.000850051054245959,-5.06213774185952e-05,NA,NA
"87",2016-01-22 08:00:00,1.0325,183.5,98.745,1,1,1,1,1,8279.61,2.89969999999994,0.00427060728651494,-0.00127643296911906,-0.000253145332086126,NA,NA
"88",2016-01-22 12:00:00,1.0352,183.421875,98.705,1,1,1,1,1,8278.1351,-1.47490000000107,0.00261159891144822,-0.000425839975775055,-0.000405165870318621,NA,NA
"89",2016-01-22 16:00:00,1.0335,183.5625,98.71,1,1,1,1,1,8275.948,-2.18709999999919,-0.00164354462481298,0.000766381439988528,5.06547121653883e-05,NA,NA
"90",2016-01-22 20:00:00,1.0356,183.234375,98.685,1,1,1,1,1,8278.6203,2.67230000000018,0.00202986875555961,-0.00178913785744594,-0.000253299223725584,NA,NA
"91",2016-01-23 00:00:00,1.037,183.078125,98.675,1,1,1,1,1,8280.3185,1.69819999999891,0.00135096035214461,-0.000853096792909014,-0.000101337657160131,NA,NA
"92",2016-01-23 04:00:00,1.0363,183.078125,98.675,1,1,1,1,1,8279.9069,-0.411599999999453,-0.00067525203935552,0,0,NA,NA
"93",2016-01-23 08:00:00,1.0343,183.234375,98.695,1,1,1,1,1,8278.8559,-1.05099999999948,-0.00193180780641379,0.000853096792909014,0.000202665046039977,NA,NA
"94",2016-01-23 12:00:00,1.0344,183.15625,98.685,1,1,1,1,1,8278.8522,-0.00370000000111759,9.66790738897647e-05,-0.000426457424690163,-0.000101327388879837,NA,NA
"95",2016-01-25 13:31:00,1.0337,183.125,98.67,1,1,1,1,1,8277.3156,-1.53659999999945,-0.000676949883208572,-0.000170633905370643,-0.000152010336995611,NA,NA
"96",2016-01-25 16:00:00,1.0352,183.125,98.695,1,1,1,1,1,8280.6976,3.38199999999961,0.00145004617219688,0,0.000253337725875429,NA,NA
"97",2016-01-25 20:00:00,1.0334,183.15625,98.69,1,1,1,1,1,8278.7642,-1.93339999999989,-0.00174030789355169,0.000170633905370643,-5.06624110349518e-05,NA,NA
"98",2016-01-26 00:00:00,1.032,183.34375,98.69,1,1,1,1,1,8275.691,-3.07319999999891,-0.00135566981157626,0.00102319244943061,0,NA,NA
"99",2016-01-26 04:00:00,1.0308,183.328125,98.69,1,1,1,1,1,8275.1729,-0.518100000001141,-0.00116346726329813,-8.52260621808654e-05,0,NA,NA
"100",2016-01-26 08:00:00,1.0308,183.390625,98.69,1,1,1,1,1,8274.4229,-0.75,0,0.00034086067649941,0,NA,NA
"101",2016-01-26 12:00:00,1.0275,183.546875,98.69,1,1,1,1,1,8270.6075,-3.8153999999995,-0.00320653240782019,0.00085164372376223,0,NA,NA
"102",2016-01-26 16:00:00,1.0292,183.5625,98.69,1,1,1,1,1,8271.4196,0.812099999999191,0.00165313403719925,8.5124494624722e-05,0,NA,NA
"103",2016-01-26 20:00:00,1.0272,183.765625,98.78,1,1,1,1,1,8276.8061,5.38650000000052,-0.00194514747189238,0.00110595953252624,0.000911530928562978,NA,NA
"104",2016-01-27 00:00:00,1.0315,183.5625,98.765,1,1,1,1,1,8280.272,3.46590000000106,0.00417739957560997,-0.00110595953252624,-0.000151864132514882,NA,NA
"105",2016-01-27 04:00:00,1.0336,183.453125,98.75,1,1,1,1,1,8281.3193,1.04729999999836,0.00203380051703088,-0.000596023688299141,-0.000151887198732662,NA,NA
"106",2016-01-27 08:00:00,1.0354,183.671875,98.75,1,1,1,1,1,8279.7527,-1.56659999999829,0.0017399714394636,0.00119169234395855,0,NA,NA
"107",2016-01-27 12:00:00,1.0342,183.703125,98.755,1,1,1,1,1,8279.1721,-0.580600000001141,-0.00115964450567996,0.000170125893570905,5.06316295896993e-05,NA,NA
"108",2016-01-27 16:00:00,1.0347,183.734375,98.76,1,1,1,1,1,8279.5911,0.418999999999869,0.000483348648783757,0.00017009695567527,5.06290661576827e-05,NA,NA
"109",2016-01-27 20:00:00,1.0367,183.671875,98.75,1,1,1,1,1,8280.5171,0.926000000001295,0.00193106171816149,-0.000340222849246175,-0.000101260695747586,NA,NA
"110",2016-01-28 00:00:00,1.0371,183.59375,98.735,1,1,1,1,1,8280.1898,-0.327300000000832,0.000385765266622096,-0.000425441401865179,-0.000151910271958323,NA,NA
"111",2016-01-28 04:00:00,1.0382,183.453125,98.72,1,1,1,1,1,8281.0241,0.834300000000439,0.0010600877974402,-0.000766250942093372,-0.000151933352195196,NA,NA
"112",2016-01-28 08:00:00,1.037,183.71875,98.75,1,1,1,1,1,8280.131,-0.893100000001141,-0.0011565151636014,0.0014468703319892,0.000303843624153556,NA,NA
"113",2016-01-28 12:00:00,1.0351,183.765625,98.765,1,1,1,1,1,8279.9513,-0.179699999998775,-0.00183388883982285,0.000255112888836173,0.000151887198732723,NA,NA
"114",2016-01-28 16:00:00,1.0372,183.65625,98.74,1,1,1,1,1,8279.9986,0.0472999999983585,0.00202673427480481,-0.000595364678440902,-0.000253158149247108,NA,NA
"115",2016-01-28 20:00:00,1.0403,183.609375,98.73,1,1,1,1,1,8281.3839,1.38530000000173,0.00298435841234032,-0.000255264838655123,-0.000101281207358449,NA,NA
"116",2016-01-29 00:00:00,1.0405,183.65625,98.73,1,1,1,1,1,8280.939,-0.444900000000416,0.000192233756839556,0.000255264838655123,0,NA,NA
"117",2016-01-29 04:00:00,1.0425,183.703125,98.735,1,1,1,1,1,8282.0525,1.11349999999948,0.0019203078392674,0.000255199695144981,5.06418859146019e-05,NA,NA
"118",2016-01-29 08:00:00,1.0416,183.890625,98.75,1,1,1,1,1,8280.7733,-1.27919999999904,-0.000863682218651622,0.00102014800992123,0.000151910271958411,NA,NA
"119",2016-01-29 12:00:00,1.0421,183.859375,98.755,1,1,1,1,1,8281.9423,1.16899999999987,0.000479915544076941,-0.000169952413733299,5.06316295896993e-05,NA,NA
"120",2016-01-29 16:00:00,1.0429,184.046875,98.78,1,1,1,1,1,8282.6627,0.720400000000154,0.000767386128785304,0.00101928149485531,0.000253119701657679,NA,NA
"121",2016-01-29 20:00:00,1.0455,184.1875,98.775,1,1,1,1,1,8282.004,-0.658699999999953,0.00248994574152123,0.000763779898801609,-5.06188150242671e-05,NA,NA
"122",2016-01-30 00:00:00,1.0417,184.46875,98.82,1,1,1,1,1,8280.8946,-1.10940000000119,-0.00364124587828518,0.00152581194304879,0.00045547712014937,NA,NA
"123",2016-01-30 04:00:00,1.0412,184.34375,98.805,1,1,1,1,1,8280.6006,-0.293999999999869,-0.000480099869992957,-0.000677851237614213,-0.000151802656837848,NA,NA
"124",2016-01-30 08:00:00,1.0406,184.4375,98.805,1,1,1,1,1,8279.1228,-1.47779999999875,-0.000576424264207107,0.000508431499810058,0,NA,NA
"125",2016-01-30 12:00:00,1.0424,184.46875,98.8,1,1,1,1,1,8279.3062,0.183399999998073,0.00172827695443225,0.000169419737804155,-5.06060069439209e-05,NA,NA
"126",2016-02-01 13:31:00,1.0407,184.390625,98.805,1,1,1,1,1,8279.7441,0.437900000000809,-0.00163218316682168,-0.000423603174885656,5.06060069439747e-05,NA,NA
"127",2016-02-01 16:00:00,1.0403,184.53125,98.82,1,1,1,1,1,8279.3214,-0.422699999999168,-0.000384430566964133,0.000762356565658706,0.000151802656837962,NA,NA
"128",2016-02-01 20:00:00,1.0408,184.578125,98.815,1,1,1,1,1,8278.5529,-0.768500000000131,0.000480515121445924,0.000253989757112549,-5.05983252062168e-05,NA,NA
"129",2016-02-02 00:00:00,1.0405,184.328125,98.79,1,1,1,1,1,8278.8765,0.323599999999715,-0.000288281364606367,-0.00135535810667786,-0.000253030036014996,NA,NA
"130",2016-02-02 04:00:00,1.0424,184.109375,98.775,1,1,1,1,1,8281.1187,2.24219999999877,0.00182437997694626,-0.00118744712850116,-0.00015184875892821,NA,NA
"131",2016-02-02 08:00:00,1.0438,184.03125,98.765,1,1,1,1,1,8281.8794,0.760700000000725,0.00134215339867756,-0.000424430208824766,-0.000101245317490657,NA,NA
"132",2016-02-02 12:00:00,1.0448,184.234375,98.78,1,1,1,1,1,8281.5299,-0.349500000000262,0.000957579312853646,0.00110314407215739,0.000151864132514942,NA,NA
"133",2016-02-02 16:00:00,1.0433,184.265625,98.805,1,1,1,1,1,8282.7729,1.24300000000039,-0.00143671304824299,0.000169606513296117,0.000253055648287211,NA,NA
"134",2016-02-02 20:00:00,1.0418,184.234375,98.79,1,1,1,1,1,8280.7659,-2.00699999999961,-0.00143878016283235,-0.000169606513296117,-0.000151825704383308,NA,NA
"135",2016-02-03 00:00:00,1.0391,184.3125,98.805,1,1,1,1,1,8279.7408,-1.02510000000075,-0.00259503245249026,0.000423962358492957,0.000151825704383381,NA,NA
"136",2016-02-03 04:00:00,1.0387,184.765625,98.845,1,1,1,1,1,8278.0681,-1.67269999999917,-0.000385022624835279,0.00245544342496729,0.000404755887134639,NA,NA
"137",2016-02-03 08:00:00,1.0387,184.921875,98.86,1,1,1,1,1,8277.6931,-0.375,0,0.000845308587950733,0.000151741230912514,NA,NA
"138",2016-02-03 12:00:00,1.0368,185.015625,98.88,1,1,1,1,1,8277.4509,-0.242200000000594,-0.00183088463575549,0.000506842382872463,0.000202285830567305,NA,NA
"139",2016-02-03 16:00:00,1.0364,185,98.885,1,1,1,1,1,8277.9032,0.452300000000832,-0.000385876910055295,-8.44558929609107e-05,5.0565064607697e-05,NA,NA
"140",2016-02-03 20:00:00,1.0392,184.890625,98.87,1,1,1,1,1,8279.3621,1.45889999999963,0.00269801666843479,-0.00059139105343764,-0.000151702864946661,NA,NA
"141",2016-02-04 00:00:00,1.0412,184.84375,98.855,1,1,1,1,1,8279.6006,0.238499999999476,0.00192270776402053,-0.000253560412126319,-0.000151725882197786,NA,NA
"142",2016-02-04 04:00:00,1.0445,185.171875,98.895,1,1,1,1,1,8281.6035,2.0028999999995,0.00316440787621024,0.00177357421601609,0.000404551206528823,NA,NA
"143",2016-02-04 08:00:00,1.0519,184.859375,98.845,1,1,1,1,1,8284.7047,3.10120000000097,0.00705975074860803,-0.00168904693478567,-0.000505714585471915,NA,NA
"144",2016-02-04 12:00:00,1.0497,184.875,98.85,1,1,1,1,1,8283.7236,-0.981100000000879,-0.00209364370347638,8.45201369727988e-05,5.05829687252108e-05,NA,NA
"145",2016-02-04 16:00:00,1.0524,184.78125,98.84,1,1,1,1,1,8285.4362,1.71260000000075,0.00256886112438556,-0.000507228009860583,-0.000101168496216535,NA,NA
"146",2016-02-04 20:00:00,1.0506,184.84375,98.85,1,1,1,1,1,8284.6278,-0.808399999999892,-0.00171184064627652,0.000338180591657355,0.000101168496216473,NA,NA
"147",2016-02-05 00:00:00,1.0552,184.75,98.825,1,1,1,1,1,8285.9576,1.32979999999952,0.00436889288324362,-0.000507313784448904,-0.000252940433876672,NA,NA
"148",2016-02-05 04:00:00,1.0568,184.90625,98.815,1,1,1,1,1,8284.0234,-1.93419999999969,0.00151515180501077,0.000845380048655642,-0.00010119409035149,NA,NA
"149",2016-02-05 08:00:00,1.0543,185.09375,98.85,1,1,1,1,1,8283.8034,-0.219999999999345,-0.00236843462521154,0.00101351360027113,0.000354134524228243,NA,NA
"150",2016-02-05 12:00:00,1.054,185.234375,98.86,1,1,1,1,1,8282.9395,-0.863900000000285,-0.000284589481596306,0.000759461662595662,0.000101158262187482,NA,NA
"151",2016-02-05 16:00:00,1.0525,185.359375,98.885,1,1,1,1,1,8283.0575,0.117999999998574,-0.00142416354477121,0.000674593161597237,0.000252850895175035,NA,NA
"152",2016-02-05 20:00:00,1.0521,185.28125,98.87,1,1,1,1,1,8282.2598,-0.797699999999168,-0.000380119742294328,-0.000421567393789957,-0.000151702864946661,NA,NA
"153",2016-02-06 00:00:00,1.0522,185.296875,98.855,1,1,1,1,1,8280.6311,-1.6286999999993,9.50434824647239e-05,8.43276974817897e-05,-0.000151725882197786,NA,NA
"154",2016-02-06 04:00:00,1.0427,184.859375,98.835,1,1,1,1,1,8278.2951,-2.33600000000115,-0.00906970750115947,-0.00236386771113217,-0.000202336992951024,NA,NA
"155",2016-02-06 08:00:00,1.041,185.171875,98.85,1,1,1,1,1,8275.0455,-3.24959999999919,-0.00163171318057859,0.00168904693478567,0.000151756582733111,NA,NA
"156",2016-02-06 12:00:00,1.0405,185.28125,98.855,1,1,1,1,1,8273.939,-1.10649999999987,-0.000480422781279716,0.000590493078864718,5.05804102179918e-05,NA,NA
